Title,Ingredients,Procedures,Nutrition,Yield,Age_group,Cooking_time,Prep_time,Price,recipe_id,Source
"
Ginataang munggo and kalabasa with dilis 
","
4 ;cups ;Water 
1 1⁄2 ;cup ;Munggo, green, dried 
1⁄3 ;cup ;Cooking oil, for frying 
2 ;cups ;Dilis, dried 
1/3 ;cup ;Cooking oil, for sautéing 
2 ;Tbsps ;Garlic, chopped 
1⁄4 ;cup ;Ginger, crushed 
1⁄4 ;cup ;Onion, white, chopped 
1 ;cup ;Tomato, red, sliced 
2 ;cups ;Water 
4 1⁄2 ;cups ;Kalabasa, fruit, cubed 
1 ;Tbsp ;Salt, iodized 
1⁄8 ;tsp ;Black pepper, ground 
2 ;cups ;Coconut cream, pure 
4 ;cups ;Malunggay leaves 

","
1. In a pot, combine water and munggo. Cover and bring to a boil. Simmer for 40 minutes. Do not drain. Set aside. 
2. In a pan, heat oil. Fry dilis until brown and crisp. Set aside. 
3. In another pot, heat oil. Sauté garlic, ginger, onion and tomato. 
4. Add water, kalabasa, cooked munggo, salt and pepper. Cover and bring to a boil. Simmer for 5 minutes. 
5. Add coconut cream and malunggay. Simmer uncovered for 2 minutes. 
6. Serve with fried dilis on top. 
","
Energy ;565 kcal ;35 
Protein ;19.6 g ;65 
Calcium ;376 mg ;54 
Iron ;4.4 mg ;44 
Vitamin A ;157 μg RE ;39 
Vitamin C ;28 mg ;62 
* Based on Philippine Dietary Reference Intakes (PDRI) for 6-9 years old, male 
",,"
;3-5  ;6-9 ; 10- 12 
Yield (servings) ;20  ;13 ; 10 
Ginataang munggo and kalabasa with dilis ; 1⁄2 cup +  1 Tbsp   dilis  ;3⁄4 cup + 2 Tbspsdilis ; 1 cup +  3 Tbsps  dilis 
Boiled rice ; 3⁄4 cup ; 1 cup ; 1  1⁄4  cup 
","
30 minutes 
","
60 minutes 
",18,fnri-2020-8gin,fnri
"
Pork ginisang sinigang 
","
1⁄2 ;cup ;Cooking oil 
1⁄4 ;cup ;Onion, white, sliced 
2 1⁄2 ;cups ;Tomato, red, sliced 
4 ;cups ;Pork, liempo, lean, sliced 
6 ;cups ;Water 
2 ;cups ;Gabi, cubed 
3 ;cups ;Sitaw, sliced 
1 ;pack (44 g/ pack) ;Sinigang mix 
2 ;Tbsps ;Patis 
1 ;Tbsp ;Salt, iodized 
17 1⁄2 ;cups ;Kangkong, leaves and stem, sliced 

","
1. In a pot, heat oil. Saute onion, tomato and pork. 
2. Add water. Cover and bring to a boil. Simmer for 20 minutes or until pork is tender. 
3. Add gabi, sitaw, sinigang mix, patis and salt. Cover and bring to a boil. Simmer for 3 minutes. 
4. Add kangkong. Simmer for 2 minutes. 
","
Energy  ;546 kcal ; 34 
Protein  ;16.6 g  ;55 
Calcium  ;83 mg  ;12 
Iron  ;3.7 mg ; 37 
Vitamin A  ;150 μg RE ; 38 
Vitamin C ; 26 mg  ;58 
* Based on Philippine Dietary Reference Intakes (PDRI) for 6-9 years old, male 
",,"
;3-5  ;6-9  ;10- 12 
Yield (servings) ;20  ;13 ; 10 
Pork ginisang sinigang  ;1⁄2 cup  ;1 cup  ;1  1⁄2 cup 
Boiled rice  ;3⁄4 cup  ;1 cup  ;1  1⁄4  cup 
","
35 minutes 
","
30 minutes 
",27.5,fnri-2020-9por,fnri
"
Veggie pancake and Pan-fried Chicken
","
!For the pan fried chicken:
1 ;cup ;Chicken breast, strips 
1/2 ;tsp ;Salt, iodized
1/8 ;tsp ;Black pepper, ground
1 ;Tbsp ;Cooking oil, fortified

!For the veggie pancake:
2 ;cups ;Kalabasa, fruit, sliced 
1/2 ;cup ;Oatmeal, rolled 
1 ;box or 250 ;g ;Pancake mix
2 ;pcs ;Egg, chicken, beaten ;
1/2 ;cup ;Water 
1 ;Tbsp ;Cooking oil, fortified, for batter 
2 ;Tbsps ;Cooking oil, fortified, for frying ;

","
1. Prepare the pan fried chicken. 
• In a bowl, combine chicken breast, salt and pepper. 
• In a pan, heat oil. Pan fry chicken for 1 minute on each side. 
• Remove and set aside. 
2. Prepare the veggie pancake. 
• Steam kalabasa until soft. Remove and mash until smooth. Set aside. 
• In a bowl, combine oatmeal, pancake mix, mashed kalabasa, egg, water and oil until slightly lumpy. Do not overmix. 
• In a pan, brush oil. Pour 1/3 cup of the batter. 
• Cook until bubbles appear, then turn to cook the other side. Do this for the rest of the batter. 
3. Serve pancake with chicken on the side. 
",,"
Number of servings  10 
",,30 minutes,15 minutes,16,fnri-2021-1veg,fnri
"
Pesang bangus 
","
1/3 ;cup ;Cooking oil, fortified 
1/4 ;cup ;Onion, bombay, chopped 
2 ;Tbsps ;Garlic, chopped ; 
2 ;Tbsps ;Ginger, crushed ; 
1/2 ;cup ;Tomato, red, sliced ;
3 ;cups ;Water 
1 1⁄2 ;cups ;Kalabasa, fruit, cubed 
1 1/2 ;cups ;Kamote, white, cubed ;
10 ;slices (30 g/slice) ;Bangus, boneless, sliced into serving size ; 
1 ;tsp ;Salt, iodized 
2 ;cups ;Pechay, sliced
","
1. In a pot, heat oil. Saute onion, garlic, ginger, and tomato. 
2. Add water, kalabasa, and kamote. Bring to a boil. Cover and simmer for 10 minutes. 
3. Add bangus and salt. Cover and simmer for 5 minutes. 
4. Add pechay. Simmer for 1 minute. 
",,"
Number of servings  10 
",,20 minutes,15 minutes,19.75,fnri-2021-10pes,fnri
"
Veggie chicken fingers with yoghurt-catsup dip
","
!For the veggie chicken fingers:
2 ;cups ;Kalabasa, fruit, sliced   
1 ;pc ;Egg, chicken, beaten      
1 ;tsp ;Salt, iodized             
1/8 ;tsp ;Black pepper, ground      
1/4 ;cup ;Onion, bombay, chopped    
1 ;cup ;Chicken breast, ground    
1 ;cup ;Kulitis, chopped          
1 ;cup ;All-purpose flour         
1 ;cup ;Cooking oil, fortified ;  

!For the dip:
1 ;pack or 125 ;g ;Yoghurt, plain             
2 ;Tbsps ;Catsup, banana            


","
1. Prepare the veggie chicken fingers. 
• Steam kalabasa until soft. Remove and mash until smooth. Set aside. 
• In a bowl, combine egg, salt and pepper. 
• In separate bowl, combine onion, chicken,mashed kalabasa, kulitis, flour and egg mixture. Blend well. 
• Divide the mixture by 20, approximately 2 Tbsp or 30 grams. Form each portion into finger like shape. 
• In a pan, heat oil. Deep fry for 2 minutes or until it turns golden brown. 
2. Prepare the dip. • In a bowl, combine yoghurt and catsup. Blend well. Set aside. 
3. Serve veggie chicken fingers with yoghurt-catsup dip on the side. 
",,"
Number of servings  10 
",,30 minutes,15 minutes,16.5,fnri-2021-11veg,fnri
"
Sinabawang gulay with salmon 
","
1/4 ;cup ;Cooking oil, fortified         
1/4 ;cup ;Onion, bombay, chopped         
2 ;Tbsps ;Garlic, chopped                
2 ;cups ;Kamote, yellow, cubed          
1 1/2 ;cups ;Sayote, cubed                   
2 ;cups ;Water                          
10 ;slices (50 g per slice) ;Salmon, native, sliced to serving size      
1 ;tsp ;Salt, iodized                       
1 ;pc ;Tanglad, leaves                     
5 ;cups ;Kangkong leaves and stem, chopped   

","
1. In a pot, heat oil. Saute onion, garlic, kamote and sayote. Cover and cook for 5 minutes. 
2. Add water, salmon, salt, tanglad and kangkong. Cover and bring to a boil. Simmer for 5 minutes. 
",,"
Number of servings  10 
",,15 minutes,20 minutes,19,fnri-2021-2sin,fnri
"
Munggo Fried Rice
","
2 ;cups ;Water                       
1/2 ;cup ;Munggo, green, linaw, dried 
1/4 ;cup ;Cooking oil, fortified      
2 ;Tbsps ;Garlic, chopped             
1/4 ;cup ;Onion, bombay, chopped      
1/2 ;cup ;Tomato, red, cubed          
1/2 ;cup ;Pork, kasim, ground         
1 ;cup ;Kamote, yellow, cubed       
2 ;cups ;Rice, cooked                
1 1/2 ;tsps ;Salt, iodized                
1/8 ;tsp ;Black pepper, ground        
2 ;cups ;Malunggay leaves            

","
1. In a pot, combine water and munggo. Bring to a boil. Cover and cook for 30 minutes or until cooked. Do not drain. Set aside. 
2. In a pan, heat oil. Saute garlic, onion, tomato, pork, and kamote. Cover and cook for 10 minutes. 
3. Add cooked munggo, rice, salt, pepper and malunggay. Stir fry for 5 minutes. 
",,"
Number of servings  10 
",,30 minutes,40 minutes,14.25,fnri-2021-3mun,fnri
"
Fish Croquettes 
","
1/3 ;kg ;Bangus, deboned             
1 ;cup ;Potato, cubed               
1 ;cup ;Spinach, chopped            
1 ;tsp ;Salt, iodized               
1/8 ;tsp ;Black pepper, ground     
1/2 ;cup ;All purpose flour           
1 ;pc ;Egg, chicken, beaten        
1 ;cup ;Breadcrumbs                 
1 ;cup ;Cooking oil, fortified      

","
1. Steam bangus and potato until soft. Flake the fish and mash the potatoes. Set aside. 
2. In a bowl, combine flaked fish, mashed potatoes, spinach, salt and pepper. Blend well. 
3. Divide the mixture by 20 or approximately 1 Tbsp or 20 grams. Form each portion into nuggets. 
4. Dredge the nuggets in flour. Dip in beaten eggs and coat with breadcrumbs on all sides. 
5. In a pan, heat oil. Fry the croquettes until it turns golden brown. 
6. Transfer in a strainer or bowl with paper towels to drain excess oil. 
",,"
Number of servings  10 
",,20 minutes,20 minutes,15.25,fnri-2021-4fis,fnri
"
Creamy Coco Oats with Mango 
","
1 ;cup ;Coconut cream, pure     
1 ;cup ;Water                   
2 ;cups ;Oatmeal, rolled         
1 ;pack (125 g) ;Yoghurt, plain          
2 ;Tbsps ;Peanut butter, unsweetened  
4 ;pcs ;Mango, ripe, cubed         
","
1. In a pot, combine coconut cream and water. Bring to a simmer. 
2. Add oatmeal. Cook for 5 minutes while stirring. Transfer to a bowl and let it cool. 
3. In a bowl, combine cooked oatmeal, yoghurt and peanut butter. Blend well. 
4. Serve with mangoes on top. 
",,"
Number of servings  10 
",,10 minutes,5 minutes,33.75,fnri-2021-5cre,fnri
"
Meaty-Veggie Patty 
","
2 ;pcs ;Egg, chicken, beaten            
1 ;tsp ;Salt, iodized                   
1/8 ;tsp ;Black pepper, ground            
1/4 ;cup ;Onion, bombay, chopped          
1 ;cup ;Pork, kasim, ground             
1/4 ;cup ;Pork liver, chopped             
1 ;pc ;Tokwa, mashed                   
2 ;cups ;Kamote, yellow, chopped         
1 ;cup ;Kamote tops, green, chopped     
1/2 ;cup ;Cooking oil, fortified          

","
1. Prepare the meat mixture. 
• In a bowl, combine egg, salt and pepper. Set aside. 
• In a separate bowl, combine onion, pork, liver, tokwa, kamote, kamote tops and egg mixture. Blend well. 
• Divide the mixture by 20, approximately 2 Tbsps or 30 grams each portion. Form each portion into patties. 
2. In a pan, heat oil. Fry the patties for 3 minutes each side or until it turns brown. 
3. Transfer in a strainer or bowl with paper towels to drain excess oil. 

",,"
Number of servings  10 
",,30 minutes,20 minutes,16.5,fnri-2021-6mea,fnri
"
Kamote-Malunggay Pesto Pasta
","
1 ;cup ;Chicken breast, strips              
1/2 ;tsp ;Salt, iodized                       
1/8 ;tsp ;Black pepper, ground                
2 ;Tbsps ;Cooking oil, fortified              
1/2 ;pack (125 g) ;All purpose cream                    

!For the pasta:
4 ;cups ;Water                               
2 1/2 ;cups ;Pasta, fusilli                      
1/2 ;tsp ;Salt, iodized                       

!For the pesto sauce:
;1/2 ;cup ;Malunggay leaves                    
;2 ;cups ;Kamote tops, green, chopped         
;1 ;Tbsp ;Peanuts, roasted                    
;2 ;pcs ;Garlic                              
;2 ;Tbsps ;Cooking oil, fortified              
;2 ;Tbsps ;Water                               
;1 ;tsp ;Salt, iodized                       

","
1. Prepare the pasta. 
• In a pot, bring water to a boil. Add pasta and salt. Cover and cook for 10 minutes. Drain and reserve cup of 1/2 cup of pasta water. Set aside. 
2. Prepare the pesto sauce. • In a blender, combine malunggay, kamote tops, peanuts, garlic, oil, water and salt. Blend until smooth. Set aside. 
3. In a bowl, combine chicken breast, salt and pepper. 
4. In a pan, heat oil. Pan fry chicken for 1 minute on each side. Remove and set aside. 
5. In the same pan, add the pesto sauce and simmerfor 2 minutes. 
6. Add pasta water and cream. Bring to a simmer. Cover and cook for 5 minutes. 
7. Add the cooked pasta and toss. 
8. Serve with chicken breast on top. 
",,"
Number of servings  10 
",,15 minutes,30 minutes,15.25,fnri-2021-7kam,fnri
"
Fried Fish and Green Beans-Carrot Guisado
","
!For the green beans carrot gisado:
3 ;Tbsps ;Cooking oil, fortified          
1/4 ;cup ;Onion, bombay, chopped          
2 ;Tbsps ;Garlic, chopped                 
1 ;cup ;Carrots, strips                 
2 ;cups ;Green beans, sliced thinly      
1/4 ;cup ;Water                           
1 ;tsp ;Salt, iodized                   
1/8 ;tsp ;Black pepper, ground            

For the fried fish:
1 ;tsp ;Salt, iodized                   
1/4 ;cup ;Cornstarch                      
50 ;pcs ;Lapad, small, fresh, deboned    
1 ;cup ;Cooking oil, fortified          


","
1. Prepare the green beans carrot gisado. 
• In pan, heat oil. Saute onion, garlic, carrot, and green beans. 
• Add water, salt and pepper. Cover and simmer for 5 minutes. Remove from heat and set aside. 
2. Prepare the fried fish. 
• In a bowl, combine salt and cornstarch. 
• Coat fish with cornstarch mixture. 
• In a pan, heat oil. Fry fish until golden brown. 
• Transfer in a strainer or bowl with paper towels to drain excess oil. Cut fish into smaller pieces. 
",,"
Number of servings  10 
",,25 minutes,10 minutes,13.5,fnri-2021-8fri,fnri
"
Chicken-Veggie Soup
","
1/4 ;cup ;Cooking oil, fortified          
2 ;Tbsps ;Garlic, chopped                 
1/4 ;cups ;Onion, bombay, chopped          
2 ;Tbsps ;Ginger, crushed                 
1 ;cup ;Chicken breast, sliced          
2 1/2 ;cups ;Water                           
1 ;tsp ;Salt, iodized                   
1/8 ;tsp ;Black pepper, ground            
2 ;pcs ;Egg, chicken, beaten            
1 ;cup ;Patola, sliced                  
1 ;cup ;Corn, yellow, shredded          
1/4 ;cup ;Carrot, chopped                 
1/4 ;cup ;Cornstarch                      
1/4 ;cup ;Water, hot                      
1 ;Tbsp ;Spring onion, chopped           

","
1. In a pot, heat oil. Saute garlic, onion, ginger and chicken for 5 minutes. 
2. Add water, salt and black pepper. Bring to a boil. Cover and simmer for 15 minutes. 
3. Slowly add the egg in the same pot. Bring to a simmer. 
4. Add patola, corn and carrot. Cover and cook for 5 minutes. 
5. Prepare a slurry by mixing cornstarch and water in a bowl. Add the slurry to the pan. Stir constantly for 2 minutes. 
6. Add spring onions. Remove from heat. 
",,"
Number of servings  10 
",,25 minutes,20 minutes,18.25,fnri-2021-9chi,fnri
"
Banana-squash pancake
","
2 ;Tbsps ;Kalabasa, fruit, steamed, mashed 
1/2 ;pc ;Banana, lakatan, mashed 
1 ;tsp ;All-purpose flour 
1/2 ;pc ;Egg, chicken, beaten 
1/2 ;tsp ;Cooking oil, fortified 
1/2 ;tsp ;Cooking oil, fortified, for frying 

","
In a bowl, combine mashed kalabasa, banana, flour, egg, and oil. 
Blend well. In a pan, brush oil. 
Pour 1/3 cup of the batter. 
Cook until bubbles appear, then turn to cook the other side. 
",,"
Number of servings  10 
",,,,,fnri-feed-MGC021-1ban,fnri
"
Mashed potato with spinach and bangus
","
1/2 ;tsp  ;Cooking oil, fortified 
1/2 ;cup  ;Bangus, deboned, sliced 
1 ;Tbsp  ;Spinach, chopped 
1/2 ;cup  ;Potato, sliced, steamed, mashed ","
In a pan, heat oil. 
Saute bangus and spinach. 
Remove from heat. 
In a bowl, combine cooked bangus and mashed potato. Blend well. 
",,"
Number of servings  10 
",,,,,fnri-feed-MGC021-2mas,fnri
"
Kamote tops pesto pasta
","
1/2 ;cup ;Kamote tops, green, chopped 
1 ;Tbsp ;Water 
1/2 ;tsp ;Cooking oil, fortified 
1 ;Tbsp ;Pasta water 
1/4 ;cup ;Pasta, fusilli, cooked 

","
In a blender, combine kamote tops, water and oil. Blend until smooth. 
In a pan, add the pesto sauce and pasta water. Cover and simmer for 3 minutes. Add the cooked pasta and toss. 
",,"
Number of servings  10 
",,,,,fnri-feed-MGC021-3kam,fnri
"
Sauteed pork and green beans
","
1/2 ;tsp ;Cooking oil, fortified 
2 ;tsps ;Pork, kasim, ground 
1 ;Tbsp ;Water 
3 ;Tbsps ;Green beans, sliced thinly 

","
In a pan, heat oil. 
Saute pork for 5 minutes. 
Add water and green beans. 
Cover and simmer for 3 minutes. 
Serve with 1/4 cup of rice. 
",,"
Number of servings  10 
",,,,,fnri-feed-MGC021-4sau,fnri
"
Egg drop soup
","
1/4 ;cup ;Water 
1/2 ;pc ;Egg, chicken, beaten 
1 ;Tbsp ;Patola, sliced 
1/4 ;tsp ;Spring onions, chopped 
1/2 ;tsp ;Cooking oil, fortified 

","
In a pot, heat oil. Saute the patola. 
Add water and bring to a boil. 
Slowly add the egg and stir. 
Add spring onions. 
Cover and simmer for 2 minutes. 
Serve with 1/4 cup of rice. 
",,"
Number of servings  10 
",,,,,fnri-feed-MGC021-5egg,fnri
"
Veggie rice with bangus
","
1/4 ;cup ;Rice, soft-cooked 
2 ;Tbsps ;Kalabasa, fruit, steamed, mashed 
1 ;Tbsp ;Patola, sliced, steamed 
1 ;Tbsp ;Bangus, deboned, steamed, flaked 
2 ;Tbsps ;Water 
1/2 ;tsp ;Cooking oil, fortified 

","
In a bowl, combine cooked rice, kalabasa, patola, bangus, water and oil. Blend well. 
",,"
Number of servings  10 
",,,,,fnri-feed-MGC021-6veg,fnri
"
Stir-fried chicken veggies
","
1 ;tsp  ;Cooking oil, fortified 
2 ;tsps  ;Chicken, breast, ground 
2 ;Tbsps ; Kalabasa, fruit, chopped 
1 ;tsp  ;Kulitis, chopped 

","
In a pan, heat oil. 
Saute chicken, kalabasa and kulitis. 
Cover and cook for 3 minutes. 
Serve with 1/4 cup of rice. 
",,"
Number of servings  10 
",,,,,fnri-feed-MGC021-7sti,fnri
"
Misua, Patola at Kulitis 
","
1/4 ;cup ;Cooking oil 
2 ;Tbsp ;Garlic, chopped 
1/4 ;cup ;Onion, Bombay, chopped 
1 ;cup ;Pork liver, sliced 
1/4 ;cup + 2 Tbsp ;Patis 
1/4 ;tsp ;Black pepper, ground 
2 ;pcs ;Pork cube (optional) 
1 ;cup ;Carrot strips 
1 ;pack ;Misua noodles 
4 ;cups ;Patola, quartered 
4 ;cups ;Kulitis leaves 
10 ;pcs ;Chicken egg, hard cooked, shelled cut into half 
12 ;cups ;Water 

","
1. In a pan, heat oil. Sauté garlic, onion and pork liver.  
2. Season with patis and pepper. 
3. Add water, pork cube and  carrots. Simmer until liver is cooked.  
4. Add the misua and patola, stirring continuously. Cover and cook for 3 minutes. 
5. Add the kulitis. Simmer covered for 2 minutes. Remove from heat. 
6. Serve with half piece of egg per serving. 
","
Energy, kcal 	 142  
Protein, g 	 8.1  
Calcium, mg 	 60  
Iron, mg 	 4.9  
Vitamin A, μg 	 1657  
Thiamin, mg 	 0.11  
Riboflavin, mg 	 0.46  
Niacin, mg 	 4.2  
Vitamin C, mg 	 10  
","
Yield 20 servings 
Serving size 1 cup (200g) 
",,,,'',fnri-indig-1mis,fnri
"
Linubihang Munggo 
","
8 ;cups ;Water for munggo  
2 ;cups ;Munggo seeds  
1/4 ;cup ;Cooking oil  
2 ;Tbsp ;Garlic, chopped 
1/4 ;cup ;Onion, Bombay, chopped  
2 ;cups ;Pork kasim, ground  
1 ;Tbsp ;Patis  
2 1/2 ;Tsp ;Iodized salt 
1/4 ;tsp ;Black pepper, ground 
1 ;cup ;Pure coconut milk diluted 
7 ;cups ;Water 
2 ;cups ;Squash, diced 
1/2 ;cup ;Pure coconut milk 
2 ;cups ;Saluyot leaves, sliced 

","
1. Boil munggo for 20 minutes in briskly boiling water. Set aside. 
2. In a pan, heat oil. Sauté garlic, onion and pork. Simmer until tender.  
3. Season with patis, salt and  pepper.  
4. Add diluted coconut milk and squash. Simmer covered until squash is tender. 
5. Add the munggo. Cook for another 5 minutes. 
6. Add the pure coconut milk and saluyot. Simmer for 2 minutes. 
7. Serve. 

","
Energy, kcal  269 
Protein, g  9.8 
Calcium, mg  61 
Iron, mg  2.2 
Vitamin A, μg  61 
Thiamin, mg  0.24 
Riboflavin, mg  0.10 
Niacin, mg  3.6 
Vitamin C, mg  6 

","
Yield 20 servings 
Serving size 1/2 cup (125g) 
",,,,'',fnri-indig-10lin,fnri
"
Lumpiang Gulay 
","
3 ;Tbsp ;Cooking oil  
2 ;Tbsp ;Garlic, chopped  
3 ;Tbsp ;Onion, Bombay, chopped  
1 1/2 ;cup ;Pork kasim, ground  
1 1/2 ;Tbsp ;Patis  
1 1/2 ;Tbsp ;Soy sauce  
1/4 ;tsp ;Black pepper, ground  
3 ;cups ;Carrot strips 
3 ;cups ;Kamote, yellow, cubed 
3 ;cups ;Pechay, sliced 
3 ;Tbsp ;Kinchay, chopped 
20 ;sheets ;Lumpia wrapper, separated 
5 ;cups ;Cooking oil for lumpia 

","
1. In a pan, sauté garlic, onion and  pork. Cover and simmer until pork is  thoroughly cooked.  
2. Season with patis, soy sauce and  pepper.  
3. Add the carrots, kamote, pechay and  kinchay. Blend well. Cover and cook for 2 minutes.  
4. Remove from heat. Cool the mixture. 
5. Place 2 Tbsp of the mixture on the lumpia wrapper. Roll tightly,  securing both sides by moistening with water. Seal. Do the same with the rest of the mixture. 
6. Deep fry in hot cooking oil until  golden brown or cooked, 
7. Drain lumpia upright to remove excess oil. 
8. May be serve with vinegar dip or catsup. 
","
Energy, kcal  276  
Protein, g  4.4  
Calcium, mg  42  
Iron, mg  1.7  
Vitamin A, μg  257  
Thiamin, mg  0.11  
Riboflavin, mg  0.06  
Niacin, mg  1.9  
Vitamin C, mg  10  
","
Yield 20 servings 
Serving size 1 pc (45g) 
",,,,'',fnri-indig-11lum,fnri
"
Miki with Togue 
","
1 1/2 ;cup;Chicken breast fillet, boiled and flaked  

!Sauce 
3 ;cups ;Chicken stock  
1/4 ;cup + 2 ;Tbsp; Oyster sauce  
3 ;Tbsp ;Soy sauce  
1 1/2 ;tsp ;Sesame oil 
1 1/2 ;tsp ;Sugar, white  
1 1/2 ;tsp ;Cornstarch 
3 ;Tbsp ;Cooking oil 
1/4 ;cup + 2 ;Tbsp ;Tengang daga, soaked in water, drained, sliced 
1 ;cup ;Carrot strips 
3 ;cups ;Pechay strips 
1 1/2 ;packs (500g/pack) ;Miki noodles, rinsed, drained 
1 1/2 ;cup ;Togue, cleaned, sorted ","
1. Combine all ingredients for sauce.  Set aside.  
2. In a pan, heat oil. Sauté garlic, onion and mushroom.  
3. Add carrots, chicken and miki. Cook  for 2 minutes.  
4. Add the sauce to the noodles. Stir occasionally. Allow to simmer. 
5. Add the togue and pechay. Cook for a minute. Stir again to avoid  burning as the sauce dries up. 
6. Remove from heat and serve. 
","
Energy, kcal  240 
Protein, g  9.4 
Calcium, mg  45 
Iron, mg  2.2 
Vitamin A, μg  100 
Thiamin, mg  0.09 
Riboflavin, mg  0.04 
Niacin, mg  4.5 
Vitamin C, mg  5 
","
Yield 20 servings 
Serving size 1/2 cup (100g) 
",,,,'',fnri-indig-12mik,fnri
"
Tahong with Cassava and Malunggay 
","
4 ;cups ;Cassava tuber, cubed,  boiled  
4 ;cups ;Tahong, cooked and shelled  
1/4 ;cup ;Ginger, crushed  
1/4 ;cup ;Cooking oil  
2 ;Tbsp ;Ginger strips  
2 ;Tbsp ;Garlic, chopped  
1/4 ;cup ; Onion, Bombay, chopped 
2 ;pcs  ;Chicken cube (optional) 
8 ;cups  ;Water 
4 ;cups  ;Corn, yellow, grated 
1/4 ;cup ; Patis 
4 ;cups  ;Kamote tops, green 
2 ;cups  ;Malunggay leaves 
","
1. Steam tahong in water with ginger for 5 minutes. Remove from shells. 
2. In a pan, heat oil. Sauté ginger, garlic and onion.  
3. Add the chicken cube and water. Let it boil.  
4. Add the corn and season with patis. Simmer until corn is tender. 
5. Add the kamote tops and  malunggay and simmer covered  for 2 minutes. 
6. Add tahong and boiled cassava.  Blend well. Simmer. 
7. Serve. 

","
Energy, kcal  164 
Protein, g  4.1 
Calcium, mg  76 
Iron, mg  2.3 
Vitamin A, μg  158 
Thiamin, mg  0.14 
Riboflavin, mg  0.10 
Niacin, mg  2.1 
Vitamin C, mg  20 
","
Yield 20 servings 
Serving size 1/2 cup (125g) 
",,,,'',fnri-indig-13tah,fnri
"
Utan 
","
1/4 ;cup + 1 ;Tbsp ;Cooking oil 
3 ;Tbsp ;Garlic, chopped 
1/2 ;cup ;Onion, Bombay, chopped 
1 1/4 ;cup ;Tomato, diced 
2 1/2 ;cup ;Chicken liver, sliced 
2 1/2 ;tsp ;Iodized salt 
2 1/2 ;Tbsp ;Soy sauce 
3 3/4 ;cup ;Water 
1 1/4 ;cup ;Kamote, yellow, cubed 
2 1/2 ;cup ;Okra, sliced 
2 1/2 ;cup ;Sitaw, cut into 1/2” length 
1 1/4 ;cup ;Kangkong leaves, strips 

","
1. In a pan, heat oil. Sauté garlic, onion, tomato and liver. 
2. Season with salt and soy sauce. 
3. Add water and let it boil. 
4. Add the kamote, okra and sitaw. Cook covered for 2 minutes. 
5. Add kangkong and simmer for a minute. 
6. Serve. 
","
Energy, kcal  110 
Protein, g  7.3  
Calcium, mg  49  
Iron, mg  2.1  
Vitamin A, μg  3061  
Thiamin, mg  0.15 
Riboflavin, mg  1.51  
Niacin, mg  5.4  
Vitamin C, mg  28  
","
Yield 20 servings 
Serving size 1/2 cup (105g) 

",,,,'',fnri-indig-14uta,fnri
"
Cheesy Pork Embutido 
","
5 ;cups ;Pork kasim, ground  
1/3 ;cup ;Onion, Bombay, chopped 
1 1/4 ;cup ; Carrots, chopped  
1/3 ;cup ;Celery stalks, chopped  
3/4 ;cup ;Pickle relish  
3/4 ;cup ;Raisins  
1/3 ;cup ;Red bell pepper, diced  
1 1/4 ;cup ;Gabi, grated  
1 1/4 ;cup ;Malunggay leaves 
1/3 ;cup ;Kamote, yellow, 
1 ;cup ;chopped Cheese, filled, grated 
3 ;pcs ;Chicken egg 
2 1/2 ;tsp ;Iodized salt 
1/3 ;cup  ;Soy sauce 
1/2 ;cup + 2 ;Tbsp ;All purpose flour 
","
1. In a bowl, combine the first 101  ingredients together and mix well.  
2. In another bowl, combine egg, salt, soy sauce and black pepper. Mix well. Combine with pork mixture. Blend well.  
3. Add flour little by little in the meat  mixture. Blend well after each  addition.  
4. Divide into 10 (200g) equal portions. 
5. In a piece of aluminum foil, spread  the pork mixture lengthwise. 
6. Roll the foil into a log. Secure both  ends by rolling carefully in opposite directions. 
7. Place in a covered steamer and cook for 30 minutes. 
8. Set aside to cool and serve. 
","
Energy, kcal  359 
Protein, g  11.9 
Calcium, mg  63 
Iron, mg  1.9 
Vitamin A, μg  152 
Thiamin, mg  0.26 
Riboflavin, mg  0.16 
Niacin, mg  4.6 
Vitamin C, mg  8  
","
Yield 20 servings 
Serving size 3 slices (100g) 
",,,,'',fnri-indig-15che,fnri
